,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,229.0,185.0,186.0,189.0,227.0,198.0,153.0,178.0,188.0,208.59323000000003,188.40677,224.9375,217.0,92.0,61.0,61.0,39.0,67.0,72.0,53.0,43.0,56.0,119.0,117.22034,129.77966,135.0,56.0,45.0,49.0,54.0,55.0,53.0,46.0,60.0,80.0,94.0,92.0,62.0,75.0
1,217.0,229.0,185.0,186.0,189.0,227.0,198.0,153.0,178.0,188.0,208.59323000000003,188.40677,201.0,135.0,92.0,61.0,61.0,39.0,67.0,72.0,53.0,43.0,56.0,119.0,117.22034,103.0,75.0,56.0,45.0,49.0,54.0,55.0,53.0,46.0,60.0,80.0,94.0,92.0,44.0
2,201.0,217.0,229.0,185.0,186.0,189.0,227.0,198.0,153.0,178.0,188.0,208.59323000000003,216.0,103.0,135.0,92.0,61.0,61.0,39.0,67.0,72.0,53.0,43.0,56.0,119.0,94.0,44.0,75.0,56.0,45.0,49.0,54.0,55.0,53.0,46.0,60.0,80.0,94.0,55.0
3,216.0,201.0,217.0,229.0,185.0,186.0,189.0,227.0,198.0,153.0,178.0,188.0,199.0,94.0,103.0,135.0,92.0,61.0,61.0,39.0,67.0,72.0,53.0,43.0,56.0,56.0,55.0,44.0,75.0,56.0,45.0,49.0,54.0,55.0,53.0,46.0,60.0,80.0,61.0
4,199.0,216.0,201.0,217.0,229.0,185.0,186.0,189.0,227.0,198.0,153.0,178.0,202.0,56.0,94.0,103.0,135.0,92.0,61.0,61.0,39.0,67.0,72.0,53.0,43.0,45.0,61.0,55.0,44.0,75.0,56.0,45.0,49.0,54.0,55.0,53.0,46.0,60.0,65.0
5,202.0,199.0,216.0,201.0,217.0,229.0,185.0,186.0,189.0,227.0,198.0,153.0,187.0,45.0,56.0,94.0,103.0,135.0,92.0,61.0,61.0,39.0,67.0,72.0,53.0,46.0,65.0,61.0,55.0,44.0,75.0,56.0,45.0,49.0,54.0,55.0,53.0,46.0,78.0
6,187.0,202.0,199.0,216.0,201.0,217.0,229.0,185.0,186.0,189.0,227.0,198.0,272.0,46.0,45.0,56.0,94.0,103.0,135.0,92.0,61.0,61.0,39.0,67.0,72.0,71.0,78.0,65.0,61.0,55.0,44.0,75.0,56.0,45.0,49.0,54.0,55.0,53.0,88.0
7,272.0,187.0,202.0,199.0,216.0,201.0,217.0,229.0,185.0,186.0,189.0,227.0,285.0,71.0,46.0,45.0,56.0,94.0,103.0,135.0,92.0,61.0,61.0,39.0,67.0,89.0,88.0,78.0,65.0,61.0,55.0,44.0,75.0,56.0,45.0,49.0,54.0,55.0,81.0
8,285.0,272.0,187.0,202.0,199.0,216.0,201.0,217.0,229.0,185.0,186.0,189.0,233.0,89.0,71.0,46.0,45.0,56.0,94.0,103.0,135.0,92.0,61.0,61.0,39.0,62.0,81.0,88.0,78.0,65.0,61.0,55.0,44.0,75.0,56.0,45.0,49.0,54.0,69.0
9,233.0,285.0,272.0,187.0,202.0,199.0,216.0,201.0,217.0,229.0,185.0,186.0,214.0,62.0,89.0,71.0,46.0,45.0,56.0,94.0,103.0,135.0,92.0,61.0,61.0,41.0,69.0,81.0,88.0,78.0,65.0,61.0,55.0,44.0,75.0,56.0,45.0,49.0,78.0
10,214.0,233.0,285.0,272.0,187.0,202.0,199.0,216.0,201.0,217.0,229.0,185.0,208.0,41.0,62.0,89.0,71.0,46.0,45.0,56.0,94.0,103.0,135.0,92.0,61.0,63.0,78.0,69.0,81.0,88.0,78.0,65.0,61.0,55.0,44.0,75.0,56.0,45.0,91.0
11,208.0,214.0,233.0,285.0,272.0,187.0,202.0,199.0,216.0,201.0,217.0,229.0,235.0,63.0,41.0,62.0,89.0,71.0,46.0,45.0,56.0,94.0,103.0,135.0,92.0,116.0,91.0,78.0,69.0,81.0,88.0,78.0,65.0,61.0,55.0,44.0,75.0,56.0,79.0
12,235.0,208.0,214.0,233.0,285.0,272.0,187.0,202.0,199.0,216.0,201.0,217.0,222.0,116.0,63.0,41.0,62.0,89.0,71.0,46.0,45.0,56.0,94.0,103.0,135.0,149.0,79.0,91.0,78.0,69.0,81.0,88.0,78.0,65.0,61.0,55.0,44.0,75.0,65.0
13,222.0,235.0,208.0,214.0,233.0,285.0,272.0,187.0,202.0,199.0,216.0,201.0,213.0,149.0,116.0,63.0,41.0,62.0,89.0,71.0,46.0,45.0,56.0,94.0,103.0,138.0,65.0,79.0,91.0,78.0,69.0,81.0,88.0,78.0,65.0,61.0,55.0,44.0,98.0
14,213.0,222.0,235.0,208.0,214.0,233.0,285.0,272.0,187.0,202.0,199.0,216.0,211.0,138.0,149.0,116.0,63.0,41.0,62.0,89.0,71.0,46.0,45.0,56.0,94.0,76.0,98.0,65.0,79.0,91.0,78.0,69.0,81.0,88.0,78.0,65.0,61.0,55.0,89.0
15,211.0,213.0,222.0,235.0,208.0,214.0,233.0,285.0,272.0,187.0,202.0,199.0,189.0,76.0,138.0,149.0,116.0,63.0,41.0,62.0,89.0,71.0,46.0,45.0,56.0,48.0,89.0,98.0,65.0,79.0,91.0,78.0,69.0,81.0,88.0,78.0,65.0,61.0,76.0
16,189.0,211.0,213.0,222.0,235.0,208.0,214.0,233.0,285.0,272.0,187.0,202.0,166.0,48.0,76.0,138.0,149.0,116.0,63.0,41.0,62.0,89.0,71.0,46.0,45.0,38.0,76.0,89.0,98.0,65.0,79.0,91.0,78.0,69.0,81.0,88.0,78.0,65.0,70.0
17,166.0,189.0,211.0,213.0,222.0,235.0,208.0,214.0,233.0,285.0,272.0,187.0,199.0,38.0,48.0,76.0,138.0,149.0,116.0,63.0,41.0,62.0,89.0,71.0,46.0,52.0,70.0,76.0,89.0,98.0,65.0,79.0,91.0,78.0,69.0,81.0,88.0,78.0,50.0
18,199.0,166.0,189.0,211.0,213.0,222.0,235.0,208.0,214.0,233.0,285.0,272.0,321.0,52.0,38.0,48.0,76.0,138.0,149.0,116.0,63.0,41.0,62.0,89.0,71.0,94.0,50.0,70.0,76.0,89.0,98.0,65.0,79.0,91.0,78.0,69.0,81.0,88.0,45.0
19,321.0,199.0,166.0,189.0,211.0,213.0,222.0,235.0,208.0,214.0,233.0,285.0,280.0,94.0,52.0,38.0,48.0,76.0,138.0,149.0,116.0,63.0,41.0,62.0,89.0,76.0,45.0,50.0,70.0,76.0,89.0,98.0,65.0,79.0,91.0,78.0,69.0,81.0,36.0
20,280.0,321.0,199.0,166.0,189.0,211.0,213.0,222.0,235.0,208.0,214.0,233.0,202.0,76.0,94.0,52.0,38.0,48.0,76.0,138.0,149.0,116.0,63.0,41.0,62.0,45.0,36.0,45.0,50.0,70.0,76.0,89.0,98.0,65.0,79.0,91.0,78.0,69.0,41.0
21,202.0,280.0,321.0,199.0,166.0,189.0,211.0,213.0,222.0,235.0,208.0,214.0,202.0,45.0,76.0,94.0,52.0,38.0,48.0,76.0,138.0,149.0,116.0,63.0,41.0,44.0,41.0,36.0,45.0,50.0,70.0,76.0,89.0,98.0,65.0,79.0,91.0,78.0,70.0
