      MAE    RMSE
0: 0.2551852561501338  0.31012906789084677
1: 0.23595084912486197  0.24984034453986784
10: 0.07083160433906831  0.07978942294157668
100: 0.09380881865032438  0.1260251442086423
101: 0.08132750397456281  0.08137973809554282
102: 0.061536116256194824  0.0721696052073962
103: 0.15701423348962876  0.2118775799253099
104: 0.1288617992916158  0.1335041913081174
105: 0.2405677922379573  0.2961409084541434
106: 0.21753338046533258  0.23733110443638397
107: 0.07987225360954174  0.13395817890470066
108: 0.18665086290803404  0.2167786263471191
109: 0.06481441339063311  0.0867651667599961
11: 0.09535996752724636  0.11877561549361582
110: 0.03327777777777777  0.08657185588705957
111: 0.05763708253239824  0.06112761523289873
112: 0.05520744430945001  0.07342966738988971
113: 0.16716064109297432  0.22185658694067203
114: 0.09813878767757106  0.11095605567560207
115: 0.15961424232301888  0.2139727621491964
116: 0.015605150565309067  0.022759510948218195
117: 0.10071777366716872  0.12473137560334902
118: 0.07053378710760709  0.0907152602685655
119: 0.11046680407443941  0.12289945666960739
12: 0.061363221612182155  0.07051775506154113
120: 0.17400051454946933  0.19921790987104288
121: 0.049535269523804326  0.060940978896834225
122: 0.06979497940652309  0.07024860219523463
123: 0.05436452109535624  0.06884375869910041
124: 0.07046775289593762  0.08426780411263655
125: 0.1122740779477479  0.1234349098383246
126: 0.04524395337183109  0.05027270677697558
127: 0.20233195423908193  0.22679735599176634
128: 0.3041819013679456  0.31902821932711156
129: 0.06837277827872827  0.07546359163813246
13: 0.12371486265091663  0.13711064670036976
130: 0.23570140187490732  0.23670044857623726
131: 0.13850839211628999  0.19163119917787474
132: 0.34166139685889424  0.3534065016831306
134: 0.2669943722207549  0.2890467999630646
135: 0.10795106573737391  0.11424209656829332
136: 0.052363714850678734  0.05703828432365719
137: 0.05100055696526351  0.05985962384625139
138: 0.11727114399381589  0.12813954046358444
139: 0.10456903845725446  0.1336550123041478
14: 0.024118485154424402  0.03429300868862537
140: 0.18970618092691174  0.2049912121150011
141: 0.14506729329179238  0.1663265793967273
142: 0.18830834600976978  0.21710777004520287
143: 0.15591710059452737  0.15619522771059927
144: 0.1492986678499901  0.17144692847789886
145: 0.04515696106039583  0.05606524526152374
146: 0.08263799624765521  0.09292075646887514
147: 0.034936913145539907  0.04694569350206896
148: 0.15249524344832688  0.16527702023691962
149: 0.08645022147342334  0.1205015543091
15: 0.03682097594359563  0.04942047373650481
150: 0.10399421397689625  0.12688285890015827
151: 0.04765136354211449  0.06087071556323089
152: 0.09750272251618257  0.12178164759357757
153: 0.14231722008228934  0.17024999593187398
16: 0.11861768124021661  0.133576998173535
17: 0.11375448959754808  0.14474388465348667
18: 0.08029082261243016  0.09770540524229439
19: 0.0825803842739425  0.11234888517348049
2: 0.16919034190606644  0.18688152963087815
20: 0.07562019138915071  0.07695568936920588
21: 0.010806857516484731  0.013848033092464419
22: 0.0619525484032885  0.07493985454452062
23: 0.16890265313386363  0.17043556941761395
24: 0.05863062012680959  0.07306996619120279
25: 0.0557829484449793  0.06710933976731218
26: 0.16178117219081958  0.18037996003829776
27: 0.13865800175152002  0.1688558245187721
28: 0.1035285169156885  0.12962828437965337
29: 0.03208056691887795  0.03707082623462181
3: 0.2695607438274014  0.3234078242204135
30: 0.06830684477553964  0.08030774518526058
31: 0.1372348392133988  0.17413511755978314
32: 0.26220996988024503  0.31566904304119947
33: 0.03180131810814708  0.032974517777245915
34: 0.08517850539127157  0.11658599092354778
35: 0.035215622280243684  0.054141949450951826
36: 0.07708332675124792  0.1081141899786626
37: 0.07247657724242915  0.10819315705301424
38: 0.07130752571167485  0.07515935871540617
39: 0.062112189832981356  0.08469730870426224
4: 0.1038419613306849  0.1287291433782138
40: 0.0891986447235162  0.12379523602294415
41: 0.13306656612596954  0.15335280053419653
42: 0.10499650641958018  0.15062010275338586
43: 0.13992109474426936  0.18693459510744553
44: 0.04541721439559295  0.07721412477175868
45: 0.13988805530637716  0.17162482909313195
46: 0.06769334476716977  0.07699030109663972
