      MAE    RMSE
47: 0.522246007984032  0.5472874238748561
48: 0.026461218982895163  0.03682460258436597
49: 0.11573170716480304  0.12793280411479202
5: 0.09261896092082815  0.10440950465170178
50: 0.0752052320335964  0.08918807281049239
51: 0.11846839350864445  0.13685617113169748
52: 0.043141698385268136  0.04978264455209323
53: 0.06288719617034154  0.07381710134727998
54: 0.038559761875683475  0.054140944458833294
55: 0.039188205002355314  0.04956880451836295
56: 0.05947504073448386  0.06596389918276917
57: 0.031967263859225055  0.03714066280874374
58: 0.09332706733400871  0.11314363715552629
59: 0.18860007751168628  0.2564959412626276
6: 0.27712139637505917  0.3100219523023114
60: 0.0859532535349496  0.11330088545680962
61: 0.04060942521126277  0.05187872188282243
62: 0.030675894854586133  0.03969328751469393
63: 0.15465941739115452  0.18914797525389138
64: 0.11816581086423106  0.15154426791711173
65: 0.12055586179130066  0.13654864561401334
66: 0.06939237804947003  0.09353623558157151
67: 0.12485771488052248  0.1347319269965557
68: 0.12474913431679618  0.21635070854374933
69: 0.09250750294213739  0.12011761237192381
7: 0.10181799664954876  0.12830716819538157
70: 0.11627368579522983  0.13923382779433272
71: 0.11640861905892437  0.13466163124672223
72: 0.1238634077307368  0.20399786256673824
73: 0.07671562056112798  0.08445824553448009
74: 0.08414671731973611  0.10056695314736663
75: 0.10637549112692564  0.14329054024761123
76: 0.035576002621305676  0.044568763654355435
77: 0.04998603383462109  0.051170122365563196
78: 0.06939811958250651  0.08205772113358606
79: 0.07050375420714432  0.0749505035687376
8: 0.2431538787336273  0.30136371250536514
80: 0.12157831388512157  0.1398490934616648
81: 0.09979719503041912  0.12641216643192515
82: 0.03652118258272651  0.04214571674665904
83: 0.06730134184514591  0.08145260446280142
84: 0.09362405973719458  0.11279095512481521
86: 0.06099797421731124  0.06548968379366228
87: 0.6505884879725087  0.6511646713651369
88: 0.6793077319587629  0.6908066064891057
89: 0.027550928972346487  0.03565517280959858
9: 0.13181302483503238  0.15566376681255414
90: 0.015800553727757415  0.02009376577866391
91: 0.08594574528248004  0.14192038014404793
92: 0.018782673267326733  0.02014128871157398
93: 0.06861130473712097  0.10090449174844096
94: 0.03550054555678918  0.04737879885682792
95: 0.16293267247591925  0.20891876849058355
96: 0.0428119188783429  0.05003177989003232
97: 0.09916275471207736  0.19920051934699787
98: 0.1633714336139534  0.2113439248380474
99: 0.09775557135886485  0.10584159922742373
