      MAE    RMSE
0: 0.12172553660900431  0.1401555948504802
106: 0.22303799707017222  0.2317198617197243
120: 0.07037269425950128  0.0994359318384811
2: 0.02319162924905523  0.02645613763216491
1: 0.04309899976688322  0.04790952179188191
108: 0.12862498084105792  0.1337456170613181
121: 0.012520477431192995  0.015524848396471363
107: 0.021516051053037732  0.03718827573296996
102: 0.2610093537414966  0.37371169767524554
109: 0.06751543876486495  0.06875690340527013
110: 0.05948810578699415  0.06103863726774682
114: 0.0651671229082266  0.07755131403049599
111: 0.02745769428599981  0.03449166455007844
112: 0.03913682066542043  0.05507554843645995
113: 0.18049095128727977  0.25834147471104385
119: 0.06787450613915956  0.08258084439231622
116: 0.04365315451876935  0.05102971403453228
118: 0.045527527932845153  0.0554794241157802
115: 0.10697283199905416  0.14949977708156353
117: 0.06990004453031397  0.0864951459101734
125: 0.09717393113652467  0.1240079800471213
124: 0.10411360874330806  0.12454070631509298
153: 0.07164673893781144  0.08592170611941508
126: 0.04593189539145683  0.0662855174898571
128: 0.11970321667185187  0.128333143060398
127: 0.025135808606223626  0.02983667426750917
132: 0.03547561979651343  0.03683441096701937
129: 0.05300172872800444  0.055641894534218694
130: 0.0023481273512271452  0.0031946012993847557
105: 0.2407010011684497  0.29800255877887366
122: 0.012814066522446663  0.01366735022661437
131: 0.033534896646860705  0.0358056047197723
123: 0.016677201968334804  0.017576238029376953
140: 0.09447476671417297  0.11358983518611646
141: 0.16960236035023948  0.19219966294801696
135: 0.04369265525499291  0.04405137039792175
136: 0.01665508970877812  0.018441326908840785
137: 0.009145457393381207  0.009480641738868228
134: 0.04094292390513089  0.05177596484103134
152: 0.03154570419131743  0.04097196906160067
145: 0.024112974095411664  0.027923118359576986
144: 0.03589707657251469  0.04860436873455658
143: 0.005028024592718307  0.00617829507407998
142: 0.10922765540516606  0.13460191400756216
146: 0.07694139595940001  0.09187221427447849
139: 0.120944700347676  0.12949546675623327
138: 0.014352523875703987  0.016464327434858473
150: 0.15457338140371651  0.1775035393502745
149: 0.19046139396109107  0.2391320895718986
147: 0.016592112597547382  0.022295279188273554
148: 0.05299555427507149  0.060162192074906314
151: 0.04038152115161602  0.052069349980138416
17: 0.036338350602330455  0.04125637659411018
23: 0.02823145101983693  0.03025912983241058
19: 0.08010128474512196  0.09435099712047663
13: 0.030799736453238625  0.03294151548942648
30: 0.051969173781243216  0.061292020612397725
16: 0.01644154963788466  0.02230293408839876
21: 0.007494603146070931  0.009179277994069078
9: 0.046379200496338424  0.06286909508256279
29: 0.03723853484979736  0.041306777895714186
11: 0.019163001591155675  0.022823782144514033
20: 0.028587637972091958  0.02926349198919206
12: 0.027737339065890865  0.03492890092860199
24: 0.08212628459339223  0.0959067317975504
25: 0.1378882426658473  0.1459961709604485
27: 0.08516977265558467  0.10513571008963442
26: 0.0598192427476875  0.06776493825504308
22: 0.03610763289644029  0.0372296826759175
18: 0.02030608501989307  0.030364948624820733
28: 0.04037135076544254  0.04429667615280769
15: 0.025561523028238452  0.02803123949167184
14: 0.037487716624979094  0.03844433071719503
101: 0.012511765341952622  0.012552149337002511
10: 0.014748680558973873  0.016900064863675287
36: 0.03597042384944379  0.051434530059838085
34: 0.04152449513705892  0.057598107100619134
40: 0.10063570492074947  0.11645680702149201
38: 0.04835627757840685  0.0521531197302161
39: 0.06882427913331825  0.08043320338310804
35: 0.016737836490325658  0.025694993237427147
37: 0.06761063555234209  0.10513820576546154
57: 0.050112601711100345  0.053295607880061546
90: 0.008655085262905362  0.010356987588828425
49: 0.026804134296240966  0.030343685468803557
53: 0.03721512635676077  0.04279880542927424
54: 0.042276247873052696  0.05005469755250748
93: 0.01307920827441128  0.01915600799835205
31: 0.0382132993484135  0.04265657113578387
96: 0.007173348000642538  0.008589280645451797
100: 0.07302298377253613  0.08625497911934533
97: 0.032725975980955516  0.04564284919864093
95: 0.037626977305576514  0.04751924448827347
69: 0.059915394899393924  0.06713377962860961
67: 0.03222932164124492  0.03608876988898992
92: 0.03512196835215676  0.03517477824965538
72: 0.0188359082275731  0.028995092302673657
71: 0.021277946857315263  0.02655338039495483
70: 0.05415503683264077  0.06105285159493173
61: 0.059827228568846064  0.06886058347495888
64: 0.2238039524309198  0.2622582354408765
66: 0.04293128889457204  0.044602247374772315
62: 0.3937292759706191  0.39404737702747383
60: 0.1023709752601566  0.11879537804085906
63: 0.017135193479607402  0.01806328880930267
89: 0.015425659619185789  0.015873201972250537
88: 0.04314764367239421  0.08974420086398771
65: 0.43354004896817067  0.43425847050280536
58: 0.037543959122702315  0.04831335553616974
68: 0.06190418258139447  0.08015339656200589
51: 0.079784431691091  0.08955525972409366
91: 0.017339725815862028  0.026957588880715266
98: 0.11891695283008812  0.13917760637882906
56: 0.02252108045783895  0.02800934227675656
94: 0.008873008544501732  0.011044972133801574
50: 0.02213102710488872  0.029887011559214766
87: 0.008336341647261223  0.01176630040262248
86: 0.01567838897222243  0.01907812313831898
48: 0.012207376991547503  0.015461735458739492
59: 0.0403949689782345  0.0553991421566378
99: 0.053977982346537855  0.06591558021542245
52: 0.03453828917707997  0.04138777688092342
55: 0.04760440502049159  0.060469261263446414
76: 0.0258433904477005  0.031029110043742897
104: 0.0466897762117994  0.05643559600360929
79: 0.013073669925948076  0.019495818117381547
81: 0.08014798350616097  0.09045932162875536
45: 0.09713261239082453  0.1114232404375185
46: 0.0402308766553411  0.04596229226224198
74: 0.04653535917765378  0.05913865542274535
103: 0.21062488503116458  0.2598133977616001
84: 0.0487097746418286  0.06712272065035776
77: 0.020885286450497042  0.022782423458390554
75: 0.06065802573024449  0.08205757328559929
78: 0.02447760154506125  0.027762371262917373
83: 0.023861620396475557  0.028714835429662668
44: 0.05455883282702729  0.05519744577507761
73: 0.0357683182171714  0.04338373618821109
42: 0.06960650126047195  0.09556688958024652
33: 0.0004682495344506517  0.0011919689280380048
41: 0.057704225188260634  0.06626540576872506
43: 0.08831299385168696  0.11733916967309
82: 0.021221457676225974  0.02411413751421822
47: 0.08227430400182412  0.08739252948731731
32: 0.061484185354924954  0.06601970500114542
80: 0.022075946622143478  0.025552148464950422
7: 0.052421881766051205  0.057954046656506455
5: 0.05420107884521983  0.05623960271878259
4: 0.051269912506802205  0.06196420055255701
6: 0.08301913109542665  0.09157777263037827
8: 0.13421344616211936  0.16608771041280462
3: 0.1386447688633005  0.15595200146614246
