,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,22.0,8.0,220.0,244.0,286.0,270.0,235.0,46.0,16.0,9.0,7.0,20.0,8.0,46.0,169.0,166.0,146.0,157.0,177.0,158.0,163.0,27.0,16.0,53.0,106.0,11.0
1,8.0,22.0,8.0,220.0,244.0,286.0,270.0,235.0,46.0,16.0,9.0,7.0,9.0,11.0,46.0,169.0,166.0,146.0,157.0,177.0,158.0,163.0,27.0,16.0,53.0,11.0
2,9.0,8.0,22.0,8.0,220.0,244.0,286.0,270.0,235.0,46.0,16.0,9.0,11.0,11.0,11.0,46.0,169.0,166.0,146.0,157.0,177.0,158.0,163.0,27.0,16.0,12.0
3,11.0,9.0,8.0,22.0,8.0,220.0,244.0,286.0,270.0,235.0,46.0,16.0,33.0,12.0,11.0,11.0,46.0,169.0,166.0,146.0,157.0,177.0,158.0,163.0,27.0,11.0
4,33.0,11.0,9.0,8.0,22.0,8.0,220.0,244.0,286.0,270.0,235.0,46.0,48.0,11.0,12.0,11.0,11.0,46.0,169.0,166.0,146.0,157.0,177.0,158.0,163.0,99.0
5,48.0,33.0,11.0,9.0,8.0,22.0,8.0,220.0,244.0,286.0,270.0,235.0,147.0,99.0,11.0,12.0,11.0,11.0,46.0,169.0,166.0,146.0,157.0,177.0,158.0,132.0
6,147.0,48.0,33.0,11.0,9.0,8.0,22.0,8.0,220.0,244.0,286.0,270.0,315.0,132.0,99.0,11.0,12.0,11.0,11.0,46.0,169.0,166.0,146.0,157.0,177.0,144.0
7,315.0,147.0,48.0,33.0,11.0,9.0,8.0,22.0,8.0,220.0,244.0,286.0,280.0,144.0,132.0,99.0,11.0,12.0,11.0,11.0,46.0,169.0,166.0,146.0,157.0,170.0
8,280.0,315.0,147.0,48.0,33.0,11.0,9.0,8.0,22.0,8.0,220.0,244.0,301.63794,170.0,144.0,132.0,99.0,11.0,12.0,11.0,11.0,46.0,169.0,166.0,146.0,132.0
9,301.63794,280.0,315.0,147.0,48.0,33.0,11.0,9.0,8.0,22.0,8.0,220.0,323.36206000000004,132.0,170.0,144.0,132.0,99.0,11.0,12.0,11.0,11.0,46.0,169.0,166.0,138.0
10,323.36206000000004,301.63794,280.0,315.0,147.0,48.0,33.0,11.0,9.0,8.0,22.0,8.0,340.0,138.0,132.0,170.0,144.0,132.0,99.0,11.0,12.0,11.0,11.0,46.0,169.0,180.0
