      MAE    RMSE
105: 0.28197261290331005  0.33599924044615176
106: 0.32610171981170105  0.33688134903082967
100: 0.1513642893890238  0.20560631284441935
153: 0.11014981882682068  0.1401983488310535
143: 0.02720904382713189  0.02873172348075524
108: 0.12131652105069012  0.1502648028188221
110: 0.049197912725582334  0.07267705274916068
22: 0.04362178143196932  0.046890608783128424
129: 0.04153723516362586  0.045544938463626526
112: 0.15064776494084578  0.21255950337752366
113: 0.1931158360924039  0.2588212741347436
114: 0.08243460166522353  0.09432877642795835
116: 0.042590997828664635  0.04684640470077224
23: 0.08225483922864878  0.09679553185758742
31: 0.04791813332328363  0.06656052222284371
4: 0.1062970552395864  0.1260519913424707
11: 0.062350927577545234  0.07092464046758185
144: 0.0990210176326173  0.11657001800772757
69: 0.10751480942958408  0.1228032307729225
45: 0.10178735240263591  0.12887527664111395
28: 0.13929457502732953  0.15040684226551898
38: 0.09800748616232467  0.10593487450839315
68: 0.06899501435607826  0.14736414504382098
42: 0.09808139962812941  0.11025323191841761
99: 0.1186640309967616  0.1436465975001328
10: 0.07491681741788536  0.08025357413519756
37: 0.06665590044459324  0.10451696366190855
119: 0.07757571331938529  0.08985851032227217
145: 0.05973464937967615  0.0772805171954579
120: 0.1679297169073973  0.19271621556776056
122: 0.09475427861326191  0.09553955699268946
123: 0.05098570980300595  0.0668480228226353
124: 0.14325694539500208  0.1612613919799133
12: 0.08361151786739866  0.0928710115538725
1: 0.1145613044921368  0.1299420115263803
40: 0.12988408063706894  0.14404269599622935
39: 0.10994317730930114  0.11476833371073895
131: 0.16283921921338804  0.21486977433198537
91: 0.2296644745907681  0.2811539448686482
134: 0.24196074303181994  0.2743029777293525
140: 0.1534995058544007  0.16774972171912297
141: 0.21882049242852952  0.2879767999530641
103: 0.11468816921608722  0.17516760300447146
142: 0.12580733859994414  0.17428509533487527
146: 0.09675234881167218  0.10577591867934973
152: 0.10010098941244305  0.1430099469698973
19: 0.7379880063965883  0.750326668280103
24: 0.08800011912368326  0.09390785006345721
25: 0.053788832355898215  0.059470297935464135
26: 0.16927701707656606  0.2005527921687517
27: 0.1187553816030386  0.15394644646399455
29: 0.09535277646470645  0.11387606053147604
3: 0.1813397399116727  0.2399330980023145
30: 0.11445171826208984  0.13425292126512134
49: 0.2392175373446538  0.25212597491621586
51: 0.10564169179541057  0.1419002830390765
56: 0.09226141789281767  0.10568634137569739
57: 0.11604403135050899  0.12616056130766398
109: 0.07313590118801482  0.09260004476597566
125: 0.13774013738598315  0.17264149892469852
90: 0.06169040967037315  0.07173385094691141
5: 0.051083496822893565  0.05793675913087594
0: 0.11999493838838375  0.17916132860127026
76: 0.03568474960227475  0.045271019234435696
