      MAE    RMSE
53: 0.05217954910014121  0.0821614677645536
54: 0.07191361945236273  0.0830090424955767
17: 0.06511654199345855  0.08535400805666016
118: 0.03593792980391046  0.04075362324373765
93: 0.047335073515789416  0.06817594064880343
36: 0.05515343260738496  0.07021002086894954
130: 0.0963251746706872  0.10123628502107668
96: 0.028552194118765556  0.038043984638992084
13: 0.053626696444740524  0.07343020033765517
104: 0.09941767325080357  0.10400775256121073
128: 0.3059672430083238  0.3151526278879737
18: 0.062163017944614506  0.08271194568178603
79: 0.034204360979722376  0.04503205275219608
139: 0.14230774190114892  0.20088049359482896
138: 0.047511837632892656  0.055272742698135396
150: 0.07764222035762192  0.0929429847533524
149: 0.15019701551666761  0.194038009402126
135: 0.020050993474630217  0.02229658861574925
148: 0.021611824339050126  0.029461566070235673
81: 0.06079527722453595  0.07101915829804722
46: 0.03984904008073819  0.05073215748688398
34: 0.044283516797533  0.06546612692731366
74: 0.052823527490747126  0.06068296608971752
72: 0.060299530344929055  0.07936358038779648
71: 0.054134631001763266  0.06184218462570803
77: 0.046795495139383025  0.05153209138746818
75: 0.05272895704663318  0.06905039082625523
78: 0.03965164229875159  0.04794069070307517
70: 0.09328487461127564  0.11344408550944378
61: 0.0827776770960527  0.10401630180452842
66: 0.059396161932012304  0.09661237692529615
88: 0.12098981005219178  0.1943528009805184
65: 0.05050758437315624  0.056378581740625
94: 0.027197926787096774  0.0336436946483535
50: 0.06952066443297379  0.08907073548754206
44: 0.04782405938379209  0.058294785464570655
87: 0.28272714604236343  0.2861959274265677
73: 0.03940713767024586  0.053371207583129236
41: 0.15458890746934226  0.16745185148914093
59: 0.1262489997115954  0.15779647556931556
43: 0.08225169021223434  0.10144069705687322
47: 0.05073426565285377  0.06469947256789381
52: 0.061271350566094264  0.08334076050196706
35: 0.10300195094760312  0.10715817503178687
151: 0.03811900438539426  0.04661191862316982
55: 0.0910408633284877  0.11897345709904711
58: 0.20137004410976458  0.24102814326140382
60: 0.26446736698741974  0.2721321058419585
64: 0.1039197785169883  0.1412615758190123
7: 0.07010719274732988  0.08722366958468643
16: 0.04904671978055033  0.06802611036773752
21: 0.06628472836175715  0.06796672394409539
126: 0.07521219391973925  0.12650676318573342
6: 0.11284631632233451  0.1395701068165477
20: 0.030071949800065428  0.038123858159942174
2: 0.04254057532185119  0.04762681320931626
97: 0.06608921895247005  0.15936559143357132
115: 0.13518201790029455  0.19204167142778614
95: 0.1169420822581775  0.15739613174435532
147: 0.017468456572769953  0.02347284675103448
136: 0.03668300504499758  0.04842492453063289
137: 0.042374937687961134  0.049669004379140326
127: 0.05764521514054196  0.06662273614456701
132: 0.09564677412982836  0.09865747684928272
67: 0.05645096904487117  0.09047957856353939
92: 0.0166993838028169  0.01790730774532546
15: 0.02050718452742963  0.024098357750001253
102: 0.0869938495194828  0.11482997421736485
14: 0.04158324455564291  0.043428936063972544
111: 0.11896102904881668  0.1362051981011219
101: 0.03197705791834655  0.03627614746546844
117: 0.07777108507411022  0.11529633254194471
83: 0.03351251197658794  0.04399261479381223
62: 0.04846050161081301  0.059768589000367
63: 0.04425453270174248  0.050368618625401276
89: 0.050599915572735056  0.05460069802306692
86: 0.03228159064859012  0.03968687411000096
121: 0.028762358560948307  0.036547712248469186
33: 0.0007378227699530517  0.001878190476397913
48: 0.05653677784583308  0.06238475502104301
82: 0.062178537042068216  0.074438680800098
107: 0.0582428854264214  0.09723191248222703
32: 0.041133683672393444  0.06186382428649961
80: 0.04071936650203428  0.04994838319357374
8: 0.2533572993556032  0.3127762934652787
84: 0.32142146313183806  0.3401634455029143
9: 0.13280509944383517  0.15821969781857942
98: 0.1897949499288044  0.24663716828560836
