      MAE    RMSE
0: 0.2551852561501338  0.31012906789084677
1: 0.23595084912486197  0.24984034453986784
10: 0.17560323163245728  0.19274665763251267
100: 0.16044771179155257  0.21080170079734395
101: 0.046990048924518614  0.04754420742914914
102: 0.05948078031443646  0.08631588377275903
103: 0.15736128233351024  0.2583273565907633
104: 0.14405125772096347  0.16419603723330414
105: 0.2609972491520576  0.2988700815391321
106: 0.16000660327734942  0.18645582913259265
107: 0.10930970790378007  0.183329363397928
108: 0.14956073597311148  0.17999419851539658
109: 0.06138096628914048  0.07401686345754288
11: 0.05100029443782204  0.07998135084571513
110: 0.03327777777777777  0.08657185588705957
111: 0.14380492908128056  0.21836963726287353
112: 0.15586231826721408  0.21958266533822154
113: 0.19462093533977629  0.2723040305687123
114: 0.0764820236272463  0.09011917243325478
115: 0.17875625536618409  0.23942235593635713
116: 0.20687262296786404  0.20794331530512516
117: 0.2736615120274914  0.32218962205516316
118: 0.06495187090414542  0.07843854458492291
119: 0.07842284357688703  0.08805917902721497
12: 0.05651788304905781  0.06592346014882441
120: 0.22043421169365982  0.24340615154466497
121: 0.03882171215595997  0.05105690179661769
122: 0.038222337405515235  0.04069650712966444
123: 0.032278551701983876  0.052681405080362544
124: 0.15256567364385698  0.18133358073703665
125: 0.3555394851788935  0.40805076287999015
126: 0.5076993625330065  0.5144434739868484
127: 0.11873857921027064  0.14725339965301482
128: 0.36937654335571884  0.37342817031687486
129: 0.05188921986945077  0.058057572388993894
13: 0.05908945773212996  0.1032527314863228
130: 0.2417752571539072  0.24359008587601355
131: 0.1623585373233055  0.2020219618114147
132: 0.14960774728511375  0.1600716528822723
134: 0.23077475921503732  0.2623552630060293
135: 0.032007668440606867  0.04167931139549591
136: 0.0407526896895452  0.054105097791167796
137: 0.032562158783335834  0.037396475459431276
138: 0.05501902714340775  0.06485681343035613
139: 0.10552288103260588  0.1359626718179347
14: 0.02575668923111306  0.03512728151405183
140: 0.2316510421589831  0.2531420478065687
141: 0.22591600121183006  0.29366417160576025
142: 0.110929328843538  0.14916485828411422
143: 0.0931548874256974  0.09504564250751324
144: 0.15300028268684185  0.17366377593627566
145: 0.04207925557828255  0.05874016916473924
146: 0.08984701660399246  0.09936689266987697
147: 0.025572379725085914  0.0343623117386278
148: 0.03631804584485513  0.04239138612291109
149: 0.08204017314798222  0.1158296556267319
15: 0.03438563064291969  0.041151616011110316
150: 0.11098844485182559  0.13109396801450449
151: 0.07628657674913053  0.09438207454018098
152: 0.10265005903559547  0.14792504668644813
153: 0.6332360326428123  0.6505705505788989
16: 0.10860008902875772  0.12070932830969247
17: 0.07080535550227873  0.09965740245890176
18: 0.09382915935092502  0.11357619501089992
19: 0.7379880063965883  0.750326668280103
2: 0.07784533360827452  0.08919044788430569
20: 0.04457753436426118  0.05628676130453203
21: 0.06087800704648775  0.06788814466238113
22: 0.03911239378937646  0.052032065949717834
23: 0.09299596107564294  0.1321948960473582
24: 0.09200522485232049  0.10561244322992978
25: 0.04971277964026447  0.0649126339781356
26: 0.13408797207203346  0.17458219687738696
27: 0.09518124477825814  0.12083630141367975
28: 0.09312629981665078  0.10608505802995226
29: 0.06603981551624252  0.07933914223892774
3: 0.19557706679196876  0.25337732570216953
30: 0.10075932213709327  0.12299938286915184
31: 0.15672754840349826  0.17359436356262317
32: 0.0625964264442258  0.09839495249072099
33: 0.0010801116838487972  0.0027495159551392126
34: 0.07329495295957282  0.09971518873553677
35: 0.033554376512376825  0.03899309839580611
36: 0.06666703578895991  0.0956735246080368
37: 0.15686661267489718  0.21894557097610642
38: 0.08157388836734712  0.08637628243868924
39: 0.08548602975534068  0.09501430921417811
4: 0.15576236414858957  0.17879919426046145
40: 0.16320556382558107  0.17716975738765606
41: 0.08962555555555556  0.11799519176574692
42: 0.17673371677668104  0.21241846002600367
43: 0.10610157711585362  0.13563517116362173
44: 0.03289940292848482  0.07203164991553486
45: 0.15496832555465911  0.18858825352558112
46: 0.04360702349372845  0.055298779172504524
