      MAE    RMSE
47: 0.07171702058562525  0.09242964399979894
48: 0.049351082274696666  0.07047394999756232
49: 0.2355198390296692  0.2493244112009904
5: 0.04070539388758167  0.04972910587940328
50: 0.08097256646808271  0.09665548700668726
51: 0.10559827305203179  0.13311647617697991
52: 0.08284469135607309  0.09784538283804345
53: 0.0625459143918532  0.1054581598132335
54: 0.09698739595756385  0.1521873278586723
55: 0.06367322924011815  0.08313832941940802
56: 0.08248403960192602  0.09654113929782783
57: 0.08039058229676001  0.0953223682436943
58: 0.2069139751866886  0.2501208959204136
59: 0.18723603949871934  0.24604178239021451
6: 0.2862675173593192  0.3152672145579275
60: 0.1377857922970872  0.15091958403843844
61: 0.41622574074074065  0.46229715540980776
62: 0.05664959977553932  0.08102969927108186
63: 0.02957301457390138  0.04941083052942713
64: 0.11816581086423106  0.15154426791711173
65: 0.07655312136844351  0.08355853273436648
66: 0.06935948325113013  0.10583973524115137
67: 0.15634385249239754  0.175903801260146
68: 0.11181554751394157  0.1910594133099549
69: 0.12379080005940457  0.1417999328246399
7: 0.08822480466180693  0.11326188416776566
70: 0.11863158717966293  0.13998145184317057
71: 0.07413064093514725  0.08501855867724911
72: 0.0799032873638471  0.10378172205877967
73: 0.03344342809906712  0.058589823915295
74: 0.06716977568405648  0.07136981089716625
75: 0.08400458253088909  0.12087394954505648
76: 0.08549853383647071  0.09299733094679774
77: 0.03575437818853943  0.03646159658867082
78: 0.03248794970088536  0.045183446044954716
79: 0.030634003651671946  0.03367867649512706
8: 0.23799338061125308  0.29096810714340876
80: 0.07411045251758806  0.08629681609197395
81: 0.05400887589198572  0.06334567412226091
82: 0.11566058344028414  0.13443031367787103
83: 0.05513843920676575  0.07080124494044582
84: 0.1789241052119842  0.1977305058308724
86: 0.05266531626695931  0.06143633858806913
87: 0.03933933924878085  0.051030092460564634
88: 0.32667608510442775  0.4256786675798426
89: 0.04765258005476611  0.05826765636574946
9: 0.1257820132933479  0.15466424205034068
90: 0.07651508250923672  0.08564629582500412
91: 0.6645784883720931  0.6787522539272561
92: 0.024446520618556705  0.02621482164779603
93: 0.0637041641534699  0.08240900761101139
94: 0.04270912032630708  0.04677799116217664
95: 0.18948226142420743  0.2567848181497882
96: 0.0750974809522099  0.08976860657027262
97: 0.12139776632302406  0.2476512027096525
98: 0.1897949499288044  0.24663716828560836
99: 0.18272605473991158  0.2163303149130151
