      MAE    RMSE
0: 0.171576514566253  0.1850161205401872
1: 0.030840474349798797  0.04449450519899338
10: 0.01952154280386593  0.02078743539998152
100: 0.06323966612714531  0.07786973962123107
101: 0.011516655863320013  0.011730351238991353
102: 0.2610093537414966  0.37371169767524554
103: 0.28592900581020203  0.32229191999706513
104: 0.048383211706592606  0.05242338675774165
105: 0.25231558662856884  0.28500696537929304
106: 0.15220944998981437  0.16435062399546987
107: 0.05780216297307083  0.07230882553207502
108: 0.15578701118029895  0.16189515414267872
109: 0.020142668509045284  0.022359533321877335
11: 0.02461004428866459  0.03179553185476449
110: 0.05345732086713617  0.05517175074104546
111: 0.019013213067145217  0.02819463259941455
112: 0.05292189959350135  0.06535997910021597
113: 0.1762972529207967  0.2522014515563153
114: 0.06716685285244965  0.08348665903683401
115: 0.06533768938593294  0.11648859258278221
116: 0.06517066616858268  0.0750558676007388
117: 0.07759352360370438  0.08825761864242657
118: 0.05347785434867334  0.0641655602457243
119: 0.04783591767474967  0.05505497934550443
12: 0.027583305762630062  0.034053846695465274
120: 0.10617759871912379  0.12817329351339538
121: 0.07549136206582024  0.07745278852136908
122: 0.06762023937019446  0.06797167202021982
123: 0.04281875125378103  0.04312546886021735
124: 0.24878579928156408  0.26261222407784907
125: 0.15527143981510402  0.18839883273973446
126: 0.08169351375730093  0.09636771577183176
127: 0.10358511060791953  0.10804975697457686
128: 0.18528961678425912  0.19014361225851
129: 0.023318170022646727  0.02670492364688823
13: 0.018315700351829178  0.0279161515684403
130: 0.07631197585161117  0.07634488789482709
131: 0.1044084917953767  0.10503280394517946
132: 0.05601475684396771  0.06604498572378491
134: 0.10387944918506653  0.10766158910388168
135: 0.07445774415094958  0.07471683014250177
136: 0.20966142639777344  0.21018230750698755
137: 0.04662419741000057  0.046678340366027644
138: 0.059715001194417  0.06193750979596407
139: 0.1838353671285952  0.22789010407203217
14: 0.03092277660950414  0.03194997026674937
140: 0.10164625581756777  0.12841911646002402
141: 0.1296105767511807  0.15594834578407313
142: 0.10212882529039413  0.1253908947185038
143: 0.05417389917978332  0.05472391490787211
144: 0.0471609614418817  0.06121372279591363
145: 0.025851850521957574  0.03181316205752378
146: 0.07205147428078479  0.09697229376596321
147: 0.016592112597547382  0.022295279188273554
148: 0.025872403903815525  0.03622530367320962
149: 0.2255071241640327  0.3239217816924001
15: 0.019148376174791492  0.023153903055791344
150: 0.12112698874533707  0.1408463524905521
151: 0.0852225769527979  0.09832489040272327
152: 0.08440537688287642  0.11427930533508415
153: 0.06910970465501272  0.09725928866153273
16: 0.04612248659056852  0.05230493999094754
17: 0.03269319874876905  0.03782400172617858
18: 0.021020798520608387  0.031815077351947926
