      MAE    RMSE
19: 0.058103400829220775  0.07400456736724698
2: 0.0896910114455518  0.0914714501626074
20: 0.0055116390302714785  0.0071697345541179396
21: 0.035349701393599005  0.03574321806404231
22: 0.03417904514187283  0.034756113493069535
23: 0.02264348285424428  0.028412703802885096
24: 0.08952593923017264  0.10276089605114637
25: 0.14005463060132678  0.14405664754807476
26: 0.04547865578737179  0.05044593530268905
27: 0.06700342680098441  0.08823946603108332
28: 0.040077917099213295  0.04429819998849141
29: 0.035095767738336996  0.04283546032281208
3: 0.12582724198487996  0.15705534270863322
30: 0.05909583951631844  0.07018843831326436
31: 0.028076624750653156  0.030797884461247968
32: 0.033497081035986066  0.045803722866826845
33: 0.0004682495344506517  0.0011919689280380048
34: 0.06241175172816623  0.07935025197077852
35: 0.07182898023202765  0.07400553656092852
36: 0.03788982893912881  0.052534228101142694
37: 0.07384013552818235  0.10777790499948385
38: 0.04292618516418668  0.04687201118902414
39: 0.06074452929083346  0.07842658297290006
4: 0.05259415883388452  0.0671077825155128
40: 0.08833902405869676  0.11059357741541222
41: 0.08213769308287559  0.09873424436732606
42: 0.08105627668060403  0.10370819119019262
43: 0.08209932361055351  0.1055636475963192
44: 0.01841948967524969  0.03855062130055357
45: 0.10109147342394627  0.11065169333152447
46: 0.042121579241408524  0.049575081641673964
47: 0.08941970633397107  0.09552523733869306
48: 0.013288888464048234  0.01679199618539255
49: 0.026291670945150215  0.031075548780272945
5: 0.016904256385570297  0.020867578900999387
50: 0.017815878515416158  0.022744822563857927
51: 0.08017182704683325  0.09346132726459289
52: 0.026392896305351386  0.03265735117405639
53: 0.023436824779987445  0.030416118980640918
54: 0.023172738188648956  0.03506116622939661
55: 0.0270923052068439  0.04017305705298805
56: 0.030747512364062247  0.0359140256086845
57: 0.04906297136718631  0.05207952769265882
58: 0.0378265292898639  0.047447063592846936
59: 0.04536873778995823  0.06024074243336906
6: 0.07557953822443253  0.08402791979349909
60: 0.07329373437998048  0.09646190124128062
61: 0.029311615339335354  0.04051024470564742
62: 0.3937292759706191  0.39404737702747383
63: 0.00676804985385875  0.011400575325016005
64: 0.2238039524309198  0.2622582354408765
65: 0.43354004896817067  0.43425847050280536
66: 0.01679991036042668  0.023531967687971656
67: 0.03589883440983139  0.039793142282208614
68: 0.04161776408383207  0.06601600657222087
69: 0.06440949322496435  0.07104889095693913
7: 0.03860402257336195  0.04445089410891703
70: 0.0364093634724283  0.044708002984528594
71: 0.018341051080419543  0.02045788851875808
72: 0.0327104798302278  0.04267331424243486
73: 0.045312986315462156  0.05182496477658801
74: 0.04443094751539619  0.05711803836640473
75: 0.08500629876756577  0.10142463789988575
76: 0.023448727898602167  0.0293175925172789
77: 0.01694558234491161  0.025633741704397906
78: 0.023865851595337387  0.025507710334972063
79: 0.0368437539096873  0.03876407275354957
8: 0.13561985473609336  0.16440610657980392
80: 0.04082528409262495  0.04711984325975086
81: 0.05898505635543464  0.07078600275100133
82: 0.02924439020468757  0.036524473369049085
83: 0.08374394305298448  0.09164025323179421
84: 0.06029340663544514  0.07535650182278104
86: 0.011882835534349415  0.013778421112765251
87: 0.010067366684992566  0.01157541340957769
88: 0.04770228256146033  0.09042216641262804
89: 0.008513666728965563  0.013280735629956106
9: 0.042104506144343044  0.05913814708489585
90: 0.023517861574815318  0.025672130593456386
91: 0.0157007835265347  0.023362631894653978
92: 0.0030039362003229145  0.0036170794481333603
93: 0.029633406351750047  0.03232015665809314
94: 0.011033075850445167  0.01351003116041967
95: 0.028235739698836127  0.041735249455966274
96: 0.012891249733502455  0.01510442185515135
97: 0.032195735544560504  0.044400065563066915
98: 0.1065056663965503  0.12528068810285198
99: 0.058329297745548826  0.07051773606054057
AVG:  0.06944247223520435   0.08199699069571734
