,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,449.0,342.0,329.0,293.0,319.0,273.0,226.0,229.0,286.0,311.05085,280.94915000000003,397.5625,408.0,13.0,37.0,108.0,93.0,21.0,68.0,13.0,131.0,12.0,150.0,12.0,53.0,3.0
1,408.0,449.0,342.0,329.0,293.0,319.0,273.0,226.0,229.0,286.0,311.05085,280.94915000000003,337.0,3.0,13.0,37.0,108.0,93.0,21.0,68.0,13.0,131.0,12.0,150.0,12.0,205.0
2,337.0,408.0,449.0,342.0,329.0,293.0,319.0,273.0,226.0,229.0,286.0,311.05085,331.0,205.0,3.0,13.0,37.0,108.0,93.0,21.0,68.0,13.0,131.0,12.0,150.0,740.0
3,331.0,337.0,408.0,449.0,342.0,329.0,293.0,319.0,273.0,226.0,229.0,286.0,298.0,740.0,205.0,3.0,13.0,37.0,108.0,93.0,21.0,68.0,13.0,131.0,12.0,291.0
4,298.0,331.0,337.0,408.0,449.0,342.0,329.0,293.0,319.0,273.0,226.0,229.0,263.0,291.0,740.0,205.0,3.0,13.0,37.0,108.0,93.0,21.0,68.0,13.0,131.0,678.0
5,263.0,298.0,331.0,337.0,408.0,449.0,342.0,329.0,293.0,319.0,273.0,226.0,243.0,678.0,291.0,740.0,205.0,3.0,13.0,37.0,108.0,93.0,21.0,68.0,13.0,182.0
6,243.0,263.0,298.0,331.0,337.0,408.0,449.0,342.0,329.0,293.0,319.0,273.0,272.0,182.0,678.0,291.0,740.0,205.0,3.0,13.0,37.0,108.0,93.0,21.0,68.0,72.0
7,272.0,243.0,263.0,298.0,331.0,337.0,408.0,449.0,342.0,329.0,293.0,319.0,324.0,72.0,182.0,678.0,291.0,740.0,205.0,3.0,13.0,37.0,108.0,93.0,21.0,16.0
8,324.0,272.0,243.0,263.0,298.0,331.0,337.0,408.0,449.0,342.0,329.0,293.0,288.93104,16.0,72.0,182.0,678.0,291.0,740.0,205.0,3.0,13.0,37.0,108.0,93.0,82.39655
9,288.93104,324.0,272.0,243.0,263.0,298.0,331.0,337.0,408.0,449.0,342.0,329.0,311.06896,82.39655,16.0,72.0,182.0,678.0,291.0,740.0,205.0,3.0,13.0,37.0,108.0,94.60344999999998
10,311.06896,288.93104,324.0,272.0,243.0,263.0,298.0,331.0,337.0,408.0,449.0,342.0,294.0,94.60344999999998,82.39655,16.0,72.0,182.0,678.0,291.0,740.0,205.0,3.0,13.0,37.0,117.0
11,294.0,311.06896,288.93104,324.0,272.0,243.0,263.0,298.0,331.0,337.0,408.0,449.0,414.0,117.0,94.60344999999998,82.39655,16.0,72.0,182.0,678.0,291.0,740.0,205.0,3.0,13.0,404.0
12,414.0,294.0,311.06896,288.93104,324.0,272.0,243.0,263.0,298.0,331.0,337.0,408.0,353.0,404.0,117.0,94.60344999999998,82.39655,16.0,72.0,182.0,678.0,291.0,740.0,205.0,3.0,560.0
13,353.0,414.0,294.0,311.06896,288.93104,324.0,272.0,243.0,263.0,298.0,331.0,337.0,299.0,560.0,404.0,117.0,94.60344999999998,82.39655,16.0,72.0,182.0,678.0,291.0,740.0,205.0,123.0
14,299.0,353.0,414.0,294.0,311.06896,288.93104,324.0,272.0,243.0,263.0,298.0,331.0,266.0,123.0,560.0,404.0,117.0,94.60344999999998,82.39655,16.0,72.0,182.0,678.0,291.0,740.0,78.0
15,266.0,299.0,353.0,414.0,294.0,311.06896,288.93104,324.0,272.0,243.0,263.0,298.0,272.0,78.0,123.0,560.0,404.0,117.0,94.60344999999998,82.39655,16.0,72.0,182.0,678.0,291.0,146.0
16,272.0,266.0,299.0,353.0,414.0,294.0,311.06896,288.93104,324.0,272.0,243.0,263.0,216.0,146.0,78.0,123.0,560.0,404.0,117.0,94.60344999999998,82.39655,16.0,72.0,182.0,678.0,238.0
17,216.0,272.0,266.0,299.0,353.0,414.0,294.0,311.06896,288.93104,324.0,272.0,243.0,291.0,238.0,146.0,78.0,123.0,560.0,404.0,117.0,94.60344999999998,82.39655,16.0,72.0,182.0,168.0
18,291.0,216.0,272.0,266.0,299.0,353.0,414.0,294.0,311.06896,288.93104,324.0,272.0,282.0,168.0,238.0,146.0,78.0,123.0,560.0,404.0,117.0,94.60344999999998,82.39655,16.0,72.0,140.0
19,282.0,291.0,216.0,272.0,266.0,299.0,353.0,414.0,294.0,311.06896,288.93104,324.0,377.0,140.0,168.0,238.0,146.0,78.0,123.0,560.0,404.0,117.0,94.60344999999998,82.39655,16.0,90.0
20,377.0,282.0,291.0,216.0,272.0,266.0,299.0,353.0,414.0,294.0,311.06896,288.93104,291.0,90.0,140.0,168.0,238.0,146.0,78.0,123.0,560.0,404.0,117.0,94.60344999999998,82.39655,112.0
21,291.0,377.0,282.0,291.0,216.0,272.0,266.0,299.0,353.0,414.0,294.0,311.06896,290.0,112.0,90.0,140.0,168.0,238.0,146.0,78.0,123.0,560.0,404.0,117.0,94.60344999999998,297.0
22,290.0,291.0,377.0,282.0,291.0,216.0,272.0,266.0,299.0,353.0,414.0,294.0,284.0,297.0,112.0,90.0,140.0,168.0,238.0,146.0,78.0,123.0,560.0,404.0,117.0,365.0
23,284.0,290.0,291.0,377.0,282.0,291.0,216.0,272.0,266.0,299.0,353.0,414.0,421.0,365.0,297.0,112.0,90.0,140.0,168.0,238.0,146.0,78.0,123.0,560.0,404.0,452.0
24,421.0,284.0,290.0,291.0,377.0,282.0,291.0,216.0,272.0,266.0,299.0,353.0,331.0,452.0,365.0,297.0,112.0,90.0,140.0,168.0,238.0,146.0,78.0,123.0,560.0,306.0
25,331.0,421.0,284.0,290.0,291.0,377.0,282.0,291.0,216.0,272.0,266.0,299.0,245.0,306.0,452.0,365.0,297.0,112.0,90.0,140.0,168.0,238.0,146.0,78.0,123.0,230.0
26,245.0,331.0,421.0,284.0,290.0,291.0,377.0,282.0,291.0,216.0,272.0,266.0,281.0,230.0,306.0,452.0,365.0,297.0,112.0,90.0,140.0,168.0,238.0,146.0,78.0,193.0
27,281.0,245.0,331.0,421.0,284.0,290.0,291.0,377.0,282.0,291.0,216.0,272.0,273.0,193.0,230.0,306.0,452.0,365.0,297.0,112.0,90.0,140.0,168.0,238.0,146.0,146.0
28,273.0,281.0,245.0,331.0,421.0,284.0,290.0,291.0,377.0,282.0,291.0,216.0,216.0,146.0,193.0,230.0,306.0,452.0,365.0,297.0,112.0,90.0,140.0,168.0,238.0,143.0
29,216.0,273.0,281.0,245.0,331.0,421.0,284.0,290.0,291.0,377.0,282.0,291.0,225.0,143.0,146.0,193.0,230.0,306.0,452.0,365.0,297.0,112.0,90.0,140.0,168.0,168.0
30,225.0,216.0,273.0,281.0,245.0,331.0,421.0,284.0,290.0,291.0,377.0,282.0,229.0,168.0,143.0,146.0,193.0,230.0,306.0,452.0,365.0,297.0,112.0,90.0,140.0,85.0
31,229.0,225.0,216.0,273.0,281.0,245.0,331.0,421.0,284.0,290.0,291.0,377.0,345.0,85.0,168.0,143.0,146.0,193.0,230.0,306.0,452.0,365.0,297.0,112.0,90.0,68.0
32,345.0,229.0,225.0,216.0,273.0,281.0,245.0,331.0,421.0,284.0,290.0,291.0,261.0,68.0,85.0,168.0,143.0,146.0,193.0,230.0,306.0,452.0,365.0,297.0,112.0,104.0
33,261.0,345.0,229.0,225.0,216.0,273.0,281.0,245.0,331.0,421.0,284.0,290.0,343.0,104.0,68.0,85.0,168.0,143.0,146.0,193.0,230.0,306.0,452.0,365.0,297.0,232.0
34,343.0,261.0,345.0,229.0,225.0,216.0,273.0,281.0,245.0,331.0,421.0,284.0,370.0,232.0,104.0,68.0,85.0,168.0,143.0,146.0,193.0,230.0,306.0,452.0,365.0,225.0
35,370.0,343.0,261.0,345.0,229.0,225.0,216.0,273.0,281.0,245.0,331.0,421.0,438.0,225.0,232.0,104.0,68.0,85.0,168.0,143.0,146.0,193.0,230.0,306.0,452.0,318.0
36,438.0,370.0,343.0,261.0,345.0,229.0,225.0,216.0,273.0,281.0,245.0,331.0,391.0,318.0,225.0,232.0,104.0,68.0,85.0,168.0,143.0,146.0,193.0,230.0,306.0,232.0
37,391.0,438.0,370.0,343.0,261.0,345.0,229.0,225.0,216.0,273.0,281.0,245.0,298.0,232.0,318.0,225.0,232.0,104.0,68.0,85.0,168.0,143.0,146.0,193.0,230.0,229.0
38,298.0,391.0,438.0,370.0,343.0,261.0,345.0,229.0,225.0,216.0,273.0,281.0,317.0,229.0,232.0,318.0,225.0,232.0,104.0,68.0,85.0,168.0,143.0,146.0,193.0,299.0
39,317.0,298.0,391.0,438.0,370.0,343.0,261.0,345.0,229.0,225.0,216.0,273.0,282.0,299.0,229.0,232.0,318.0,225.0,232.0,104.0,68.0,85.0,168.0,143.0,146.0,193.0
40,282.0,317.0,298.0,391.0,438.0,370.0,343.0,261.0,345.0,229.0,225.0,216.0,239.0,193.0,299.0,229.0,232.0,318.0,225.0,232.0,104.0,68.0,85.0,168.0,143.0,233.0
41,239.0,282.0,317.0,298.0,391.0,438.0,370.0,343.0,261.0,345.0,229.0,225.0,261.0,233.0,193.0,299.0,229.0,232.0,318.0,225.0,232.0,104.0,68.0,85.0,168.0,151.0
42,261.0,239.0,282.0,317.0,298.0,391.0,438.0,370.0,343.0,261.0,345.0,229.0,277.0,151.0,233.0,193.0,299.0,229.0,232.0,318.0,225.0,232.0,104.0,68.0,85.0,249.0
