,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,144.0,121.0,124.0,144.0,178.0,151.0,129.0,118.0,116.0,137.0,128.0,154.0,144.0
1,1,144.0,144.0,121.0,124.0,144.0,178.0,151.0,129.0,118.0,116.0,137.0,128.0,119.0
2,2,119.0,144.0,144.0,121.0,124.0,144.0,178.0,151.0,129.0,118.0,116.0,137.0,121.0
3,3,121.0,119.0,144.0,144.0,121.0,124.0,144.0,178.0,151.0,129.0,118.0,116.0,108.0
4,4,108.0,121.0,119.0,144.0,144.0,121.0,124.0,144.0,178.0,151.0,129.0,118.0,128.0
5,5,128.0,108.0,121.0,119.0,144.0,144.0,121.0,124.0,144.0,178.0,151.0,129.0,129.0
6,6,129.0,128.0,108.0,121.0,119.0,144.0,144.0,121.0,124.0,144.0,178.0,151.0,169.0
7,7,169.0,129.0,128.0,108.0,121.0,119.0,144.0,144.0,121.0,124.0,144.0,178.0,178.0
8,8,178.0,169.0,129.0,128.0,108.0,121.0,119.0,144.0,144.0,121.0,124.0,144.0,174.0
9,9,174.0,178.0,169.0,129.0,128.0,108.0,121.0,119.0,144.0,144.0,121.0,124.0,129.0
10,10,129.0,174.0,178.0,169.0,129.0,128.0,108.0,121.0,119.0,144.0,144.0,121.0,123.0
11,11,123.0,129.0,174.0,178.0,169.0,129.0,128.0,108.0,121.0,119.0,144.0,144.0,135.0
12,12,135.0,123.0,129.0,174.0,178.0,169.0,129.0,128.0,108.0,121.0,119.0,144.0,142.0
13,13,142.0,135.0,123.0,129.0,174.0,178.0,169.0,129.0,128.0,108.0,121.0,119.0,128.0
14,14,128.0,142.0,135.0,123.0,129.0,174.0,178.0,169.0,129.0,128.0,108.0,121.0,114.0
15,15,114.0,128.0,142.0,135.0,123.0,129.0,174.0,178.0,169.0,129.0,128.0,108.0,108.0
16,16,108.0,114.0,128.0,142.0,135.0,123.0,129.0,174.0,178.0,169.0,129.0,128.0,126.0
17,17,126.0,108.0,114.0,128.0,142.0,135.0,123.0,129.0,174.0,178.0,169.0,129.0,157.0
18,18,157.0,126.0,108.0,114.0,128.0,142.0,135.0,123.0,129.0,174.0,178.0,169.0,185.0
19,19,185.0,157.0,126.0,108.0,114.0,128.0,142.0,135.0,123.0,129.0,174.0,178.0,187.0
20,20,187.0,185.0,157.0,126.0,108.0,114.0,128.0,142.0,135.0,123.0,129.0,174.0,138.0
21,21,138.0,187.0,185.0,157.0,126.0,108.0,114.0,128.0,142.0,135.0,123.0,129.0,123.0
22,22,123.0,138.0,187.0,185.0,157.0,126.0,108.0,114.0,128.0,142.0,135.0,123.0,111.0
23,23,111.0,123.0,138.0,187.0,185.0,157.0,126.0,108.0,114.0,128.0,142.0,135.0,129.0
24,24,129.0,111.0,123.0,138.0,187.0,185.0,157.0,126.0,108.0,114.0,128.0,142.0,122.0
25,25,122.0,129.0,111.0,123.0,138.0,187.0,185.0,157.0,126.0,108.0,114.0,128.0,105.0
26,26,105.0,122.0,129.0,111.0,123.0,138.0,187.0,185.0,157.0,126.0,108.0,114.0,113.0
27,27,113.0,105.0,122.0,129.0,111.0,123.0,138.0,187.0,185.0,157.0,126.0,108.0,114.0
28,28,114.0,113.0,105.0,122.0,129.0,111.0,123.0,138.0,187.0,185.0,157.0,126.0,137.0
29,29,137.0,114.0,113.0,105.0,122.0,129.0,111.0,123.0,138.0,187.0,185.0,157.0,155.0
30,30,155.0,137.0,114.0,113.0,105.0,122.0,129.0,111.0,123.0,138.0,187.0,185.0,175.0
31,31,175.0,155.0,137.0,114.0,113.0,105.0,122.0,129.0,111.0,123.0,138.0,187.0,190.0
32,32,190.0,175.0,155.0,137.0,114.0,113.0,105.0,122.0,129.0,111.0,123.0,138.0,143.0
33,33,143.0,190.0,175.0,155.0,137.0,114.0,113.0,105.0,122.0,129.0,111.0,123.0,126.0
34,34,126.0,143.0,190.0,175.0,155.0,137.0,114.0,113.0,105.0,122.0,129.0,111.0,118.0
35,35,118.0,126.0,143.0,190.0,175.0,155.0,137.0,114.0,113.0,105.0,122.0,129.0,129.0
36,36,129.0,118.0,126.0,143.0,190.0,175.0,155.0,137.0,114.0,113.0,105.0,122.0,137.0
37,37,137.0,129.0,118.0,126.0,143.0,190.0,175.0,155.0,137.0,114.0,113.0,105.0,119.0
38,38,119.0,137.0,129.0,118.0,126.0,143.0,190.0,175.0,155.0,137.0,114.0,113.0,107.0
39,39,107.0,119.0,137.0,129.0,118.0,126.0,143.0,190.0,175.0,155.0,137.0,114.0,106.0
40,40,106.0,107.0,119.0,137.0,129.0,118.0,126.0,143.0,190.0,175.0,155.0,137.0,122.0
41,41,122.0,106.0,107.0,119.0,137.0,129.0,118.0,126.0,143.0,190.0,175.0,155.0,142.0
42,42,142.0,122.0,106.0,107.0,119.0,137.0,129.0,118.0,126.0,143.0,190.0,175.0,158.0
43,43,158.0,142.0,122.0,106.0,107.0,119.0,137.0,129.0,118.0,126.0,143.0,190.0,161.0
44,44,161.0,158.0,142.0,122.0,106.0,107.0,119.0,137.0,129.0,118.0,126.0,143.0,147.0
45,45,147.0,161.0,158.0,142.0,122.0,106.0,107.0,119.0,137.0,129.0,118.0,126.0,129.0
46,46,129.0,147.0,161.0,158.0,142.0,122.0,106.0,107.0,119.0,137.0,129.0,118.0,107.0
47,47,107.0,129.0,147.0,161.0,158.0,142.0,122.0,106.0,107.0,119.0,137.0,129.0,120.0
48,48,120.0,107.0,129.0,147.0,161.0,158.0,142.0,122.0,106.0,107.0,119.0,137.0,120.0
49,49,120.0,120.0,107.0,129.0,147.0,161.0,158.0,142.0,122.0,106.0,107.0,119.0,106.0
50,50,106.0,120.0,120.0,107.0,129.0,147.0,161.0,158.0,142.0,122.0,106.0,107.0,123.0
51,51,123.0,106.0,120.0,120.0,107.0,129.0,147.0,161.0,158.0,142.0,122.0,106.0,103.0
52,52,103.0,123.0,106.0,120.0,120.0,107.0,129.0,147.0,161.0,158.0,142.0,122.0,136.0
53,53,136.0,103.0,123.0,106.0,120.0,120.0,107.0,129.0,147.0,161.0,158.0,142.0,143.0
54,54,143.0,136.0,103.0,123.0,106.0,120.0,120.0,107.0,129.0,147.0,161.0,158.0,178.0
55,55,178.0,143.0,136.0,103.0,123.0,106.0,120.0,120.0,107.0,129.0,147.0,161.0,184.0
56,56,184.0,178.0,143.0,136.0,103.0,123.0,106.0,120.0,120.0,107.0,129.0,147.0,161.0
57,57,161.0,184.0,178.0,143.0,136.0,103.0,123.0,106.0,120.0,120.0,107.0,129.0,137.0
58,58,137.0,161.0,184.0,178.0,143.0,136.0,103.0,123.0,106.0,120.0,120.0,107.0,107.0
59,59,107.0,137.0,161.0,184.0,178.0,143.0,136.0,103.0,123.0,106.0,120.0,120.0,117.0
60,60,117.0,107.0,137.0,161.0,184.0,178.0,143.0,136.0,103.0,123.0,106.0,120.0,114.0
61,61,114.0,117.0,107.0,137.0,161.0,184.0,178.0,143.0,136.0,103.0,123.0,106.0,111.0
62,62,111.0,114.0,117.0,107.0,137.0,161.0,184.0,178.0,143.0,136.0,103.0,123.0,104.0
63,63,104.0,111.0,114.0,117.0,107.0,137.0,161.0,184.0,178.0,143.0,136.0,103.0,112.0
64,64,112.0,104.0,111.0,114.0,117.0,107.0,137.0,161.0,184.0,178.0,143.0,136.0,117.0
