,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,289.0,172.0,169.0,172.0,380.0,365.0,233.0,124.0,121.0,159.0,194.90909,221.63189,374.0,92.0,42.0,47.0,48.0,50.0,33.0,31.0,30.0,23.0,39.0,56.0,18.0,77.0
1,374.0,289.0,172.0,169.0,172.0,380.0,365.0,233.0,124.0,121.0,159.0,194.90909,321.0,77.0,92.0,42.0,47.0,48.0,50.0,33.0,31.0,30.0,23.0,39.0,56.0,83.0
2,321.0,374.0,289.0,172.0,169.0,172.0,380.0,365.0,233.0,124.0,121.0,159.0,320.0,83.0,77.0,92.0,42.0,47.0,48.0,50.0,33.0,31.0,30.0,23.0,39.0,68.0
3,320.0,321.0,374.0,289.0,172.0,169.0,172.0,380.0,365.0,233.0,124.0,121.0,209.0,68.0,83.0,77.0,92.0,42.0,47.0,48.0,50.0,33.0,31.0,30.0,23.0,59.0
4,209.0,320.0,321.0,374.0,289.0,172.0,169.0,172.0,380.0,365.0,233.0,124.0,225.0,59.0,68.0,83.0,77.0,92.0,42.0,47.0,48.0,50.0,33.0,31.0,30.0,59.0
5,225.0,209.0,320.0,321.0,374.0,289.0,172.0,169.0,172.0,380.0,365.0,233.0,326.0,59.0,59.0,68.0,83.0,77.0,92.0,42.0,47.0,48.0,50.0,33.0,31.0,57.0
6,326.0,225.0,209.0,320.0,321.0,374.0,289.0,172.0,169.0,172.0,380.0,365.0,454.0,57.0,59.0,59.0,68.0,83.0,77.0,92.0,42.0,47.0,48.0,50.0,33.0,85.0
7,454.0,326.0,225.0,209.0,320.0,321.0,374.0,289.0,172.0,169.0,172.0,380.0,469.0,85.0,57.0,59.0,59.0,68.0,83.0,77.0,92.0,42.0,47.0,48.0,50.0,88.0
8,469.0,454.0,326.0,225.0,209.0,320.0,321.0,374.0,289.0,172.0,169.0,172.0,322.0,88.0,85.0,57.0,59.0,59.0,68.0,83.0,77.0,92.0,42.0,47.0,48.0,89.0
9,322.0,469.0,454.0,326.0,225.0,209.0,320.0,321.0,374.0,289.0,172.0,169.0,234.0,89.0,88.0,85.0,57.0,59.0,59.0,68.0,83.0,77.0,92.0,42.0,47.0,81.0
10,234.0,322.0,469.0,454.0,326.0,225.0,209.0,320.0,321.0,374.0,289.0,172.0,234.0,81.0,89.0,88.0,85.0,57.0,59.0,59.0,68.0,83.0,77.0,92.0,42.0,74.0
11,234.0,234.0,322.0,469.0,454.0,326.0,225.0,209.0,320.0,321.0,374.0,289.0,327.0,74.0,81.0,89.0,88.0,85.0,57.0,59.0,59.0,68.0,83.0,77.0,92.0,66.0
12,327.0,234.0,234.0,322.0,469.0,454.0,326.0,225.0,209.0,320.0,321.0,374.0,366.0,66.0,74.0,81.0,89.0,88.0,85.0,57.0,59.0,59.0,68.0,83.0,77.0,57.0
13,366.0,327.0,234.0,234.0,322.0,469.0,454.0,326.0,225.0,209.0,320.0,321.0,294.0,57.0,66.0,74.0,81.0,89.0,88.0,85.0,57.0,59.0,59.0,68.0,83.0,48.0
14,294.0,366.0,327.0,234.0,234.0,322.0,469.0,454.0,326.0,225.0,209.0,320.0,195.0,48.0,57.0,66.0,74.0,81.0,89.0,88.0,85.0,57.0,59.0,59.0,68.0,60.0
15,195.0,294.0,366.0,327.0,234.0,234.0,322.0,469.0,454.0,326.0,225.0,209.0,180.0,60.0,48.0,57.0,66.0,74.0,81.0,89.0,88.0,85.0,57.0,59.0,59.0,56.0
16,180.0,195.0,294.0,366.0,327.0,234.0,234.0,322.0,469.0,454.0,326.0,225.0,176.0,56.0,60.0,48.0,57.0,66.0,74.0,81.0,89.0,88.0,85.0,57.0,59.0,66.0
17,176.0,180.0,195.0,294.0,366.0,327.0,234.0,234.0,322.0,469.0,454.0,326.0,343.0,66.0,56.0,60.0,48.0,57.0,66.0,74.0,81.0,89.0,88.0,85.0,57.0,113.0
18,343.0,176.0,180.0,195.0,294.0,366.0,327.0,234.0,234.0,322.0,469.0,454.0,529.0,113.0,66.0,56.0,60.0,48.0,57.0,66.0,74.0,81.0,89.0,88.0,85.0,207.0
19,529.0,343.0,176.0,180.0,195.0,294.0,366.0,327.0,234.0,234.0,322.0,469.0,495.0,207.0,113.0,66.0,56.0,60.0,48.0,57.0,66.0,74.0,81.0,89.0,88.0,275.0
20,495.0,529.0,343.0,176.0,180.0,195.0,294.0,366.0,327.0,234.0,234.0,322.0,290.0,275.0,207.0,113.0,66.0,56.0,60.0,48.0,57.0,66.0,74.0,81.0,89.0,307.0
21,290.0,495.0,529.0,343.0,176.0,180.0,195.0,294.0,366.0,327.0,234.0,234.0,235.0,307.0,275.0,207.0,113.0,66.0,56.0,60.0,48.0,57.0,66.0,74.0,81.0,429.0
22,235.0,290.0,495.0,529.0,343.0,176.0,180.0,195.0,294.0,366.0,327.0,234.0,204.0,429.0,307.0,275.0,207.0,113.0,66.0,56.0,60.0,48.0,57.0,66.0,74.0,321.0
23,204.0,235.0,290.0,495.0,529.0,343.0,176.0,180.0,195.0,294.0,366.0,327.0,339.0,321.0,429.0,307.0,275.0,207.0,113.0,66.0,56.0,60.0,48.0,57.0,66.0,531.0
24,339.0,204.0,235.0,290.0,495.0,529.0,343.0,176.0,180.0,195.0,294.0,366.0,336.0,531.0,321.0,429.0,307.0,275.0,207.0,113.0,66.0,56.0,60.0,48.0,57.0,525.0
25,336.0,339.0,204.0,235.0,290.0,495.0,529.0,343.0,176.0,180.0,195.0,294.0,392.0,525.0,531.0,321.0,429.0,307.0,275.0,207.0,113.0,66.0,56.0,60.0,48.0,492.0
