,0,1,2,3,4,5,6
0,42.0,1.0,0.0,0.0,0.0,0.0,5.0
1,65.0,42.0,1.0,0.0,0.0,0.0,3.0
2,60.0,65.0,42.0,1.0,0.0,0.0,21.0
3,26.0,60.0,65.0,42.0,1.0,0.0,1.0
4,3.0,26.0,60.0,65.0,42.0,1.0,31.0
5,0.0,3.0,26.0,60.0,65.0,42.0,12.0
6,0.0,0.0,3.0,26.0,60.0,65.0,4.0
7,5.0,0.0,0.0,3.0,26.0,60.0,1.0
8,3.0,5.0,0.0,0.0,3.0,26.0,10.0
9,21.0,3.0,5.0,0.0,0.0,3.0,4.0
10,1.0,21.0,3.0,5.0,0.0,0.0,4.0
11,31.0,1.0,21.0,3.0,5.0,0.0,5.0
12,12.0,31.0,1.0,21.0,3.0,5.0,4.0
13,4.0,12.0,31.0,1.0,21.0,3.0,4.0
14,1.0,4.0,12.0,31.0,1.0,21.0,5.0
15,10.0,1.0,4.0,12.0,31.0,1.0,4.0
16,4.0,10.0,1.0,4.0,12.0,31.0,5.0
17,4.0,4.0,10.0,1.0,4.0,12.0,5.0
18,5.0,4.0,4.0,10.0,1.0,4.0,1.0
19,4.0,5.0,4.0,4.0,10.0,1.0,0.0
20,4.0,4.0,5.0,4.0,4.0,10.0,0.0
21,5.0,4.0,4.0,5.0,4.0,4.0,0.0
22,4.0,5.0,4.0,4.0,5.0,4.0,0.0
23,5.0,4.0,5.0,4.0,4.0,5.0,2.0
24,5.0,5.0,4.0,5.0,4.0,4.0,17.0
25,1.0,5.0,5.0,4.0,5.0,4.0,28.0
26,0.0,1.0,5.0,5.0,4.0,5.0,19.0
27,0.0,0.0,1.0,5.0,5.0,4.0,16.0
28,0.0,0.0,0.0,1.0,5.0,5.0,17.0
29,0.0,0.0,0.0,0.0,1.0,5.0,15.0
30,2.0,0.0,0.0,0.0,0.0,1.0,18.0
31,17.0,2.0,0.0,0.0,0.0,0.0,24.0
32,28.0,17.0,2.0,0.0,0.0,0.0,15.0
33,19.0,28.0,17.0,2.0,0.0,0.0,16.0
34,16.0,19.0,28.0,17.0,2.0,0.0,13.0
35,17.0,16.0,19.0,28.0,17.0,2.0,18.0
36,15.0,17.0,16.0,19.0,28.0,17.0,15.0
37,18.0,15.0,17.0,16.0,19.0,28.0,15.0
38,24.0,18.0,15.0,17.0,16.0,19.0,15.0
39,15.0,24.0,18.0,15.0,17.0,16.0,14.0
40,16.0,15.0,24.0,18.0,15.0,17.0,15.0
41,13.0,16.0,15.0,24.0,18.0,15.0,17.0
