,0,1,2,3,4,5,6
0,63.0,14.0,13.0,14.186430000000001,12.813569999999999,13.83871,15.0
1,13.0,63.0,14.0,13.0,14.186430000000001,12.813569999999999,13.0
2,13.0,13.0,63.0,14.0,13.0,14.186430000000001,15.0
3,13.0,13.0,13.0,63.0,14.0,13.0,13.0
4,117.0,13.0,13.0,13.0,63.0,14.0,14.0
5,77.0,117.0,13.0,13.0,13.0,63.0,13.0
6,15.0,77.0,117.0,13.0,13.0,13.0,13.0
7,15.0,15.0,77.0,117.0,13.0,13.0,13.0
8,13.0,15.0,15.0,77.0,117.0,13.0,13.03448
9,15.0,13.0,15.0,15.0,77.0,117.0,14.965520000000001
10,13.0,15.0,13.0,15.0,15.0,77.0,14.0
11,14.0,13.0,15.0,13.0,15.0,15.0,13.0
12,13.0,14.0,13.0,15.0,13.0,15.0,14.0
13,13.0,13.0,14.0,13.0,15.0,13.0,31.0
14,13.0,13.0,13.0,14.0,13.0,15.0,40.0
15,13.03448,13.0,13.0,13.0,14.0,13.0,40.0
16,14.965520000000001,13.03448,13.0,13.0,13.0,14.0,39.0
17,14.0,14.965520000000001,13.03448,13.0,13.0,13.0,39.0
18,13.0,14.0,14.965520000000001,13.03448,13.0,13.0,39.0
19,14.0,13.0,14.0,14.965520000000001,13.03448,13.0,41.0
20,31.0,14.0,13.0,14.0,14.965520000000001,13.03448,38.0
21,40.0,31.0,14.0,13.0,14.0,14.965520000000001,40.0
22,40.0,40.0,31.0,14.0,13.0,14.0,38.0
23,39.0,40.0,40.0,31.0,14.0,13.0,24.0
24,39.0,39.0,40.0,40.0,31.0,14.0,12.0
25,39.0,39.0,39.0,40.0,40.0,31.0,11.0
26,41.0,39.0,39.0,39.0,40.0,40.0,14.0
27,38.0,41.0,39.0,39.0,39.0,40.0,14.0
28,40.0,38.0,41.0,39.0,39.0,39.0,13.0
29,38.0,40.0,38.0,41.0,39.0,39.0,13.0
30,24.0,38.0,40.0,38.0,41.0,39.0,96.0
31,12.0,24.0,38.0,40.0,38.0,41.0,189.0
32,11.0,12.0,24.0,38.0,40.0,38.0,12.0
33,14.0,11.0,12.0,24.0,38.0,40.0,13.0
34,14.0,14.0,11.0,12.0,24.0,38.0,12.0
35,13.0,14.0,14.0,11.0,12.0,24.0,14.0
36,13.0,13.0,14.0,14.0,11.0,12.0,12.0
37,96.0,13.0,13.0,14.0,14.0,11.0,11.0
38,189.0,96.0,13.0,13.0,14.0,14.0,13.0
39,12.0,189.0,96.0,13.0,13.0,14.0,13.0
40,13.0,12.0,189.0,96.0,13.0,13.0,13.0
41,12.0,13.0,12.0,189.0,96.0,13.0,13.0
42,14.0,12.0,13.0,12.0,189.0,96.0,12.0
43,12.0,14.0,12.0,13.0,12.0,189.0,13.0
44,11.0,12.0,14.0,12.0,13.0,12.0,12.0
45,13.0,11.0,12.0,14.0,12.0,13.0,13.0
46,13.0,13.0,11.0,12.0,14.0,12.0,12.0
47,13.0,13.0,13.0,11.0,12.0,14.0,20.0
48,13.0,13.0,13.0,13.0,11.0,12.0,13.0
49,12.0,13.0,13.0,13.0,13.0,11.0,73.0
50,13.0,12.0,13.0,13.0,13.0,13.0,147.0
51,12.0,13.0,12.0,13.0,13.0,13.0,16.0
52,13.0,12.0,13.0,12.0,13.0,13.0,38.0
53,12.0,13.0,12.0,13.0,12.0,13.0,28.0
54,20.0,12.0,13.0,12.0,13.0,12.0,26.0
55,13.0,20.0,12.0,13.0,12.0,13.0,29.0
56,73.0,13.0,20.0,12.0,13.0,12.0,71.0
57,147.0,73.0,13.0,20.0,12.0,13.0,16.0
58,16.0,147.0,73.0,13.0,20.0,12.0,15.0
59,38.0,16.0,147.0,73.0,13.0,20.0,15.0
60,28.0,38.0,16.0,147.0,73.0,13.0,22.0
61,26.0,28.0,38.0,16.0,147.0,73.0,23.0
62,29.0,26.0,28.0,38.0,16.0,147.0,22.0
63,71.0,29.0,26.0,28.0,38.0,16.0,44.0
64,16.0,71.0,29.0,26.0,28.0,38.0,16.0
65,15.0,16.0,71.0,29.0,26.0,28.0,25.0
66,15.0,15.0,16.0,71.0,29.0,26.0,19.0
67,22.0,15.0,15.0,16.0,71.0,29.0,81.0
68,23.0,22.0,15.0,15.0,16.0,71.0,10.0
69,22.0,23.0,22.0,15.0,15.0,16.0,13.0
70,44.0,22.0,23.0,22.0,15.0,15.0,35.0
71,16.0,44.0,22.0,23.0,22.0,15.0,67.0
72,25.0,16.0,44.0,22.0,23.0,22.0,51.0
73,19.0,25.0,16.0,44.0,22.0,23.0,20.0
74,81.0,19.0,25.0,16.0,44.0,22.0,50.0
75,10.0,81.0,19.0,25.0,16.0,44.0,138.0
76,13.0,10.0,81.0,19.0,25.0,16.0,20.0
77,35.0,13.0,10.0,81.0,19.0,25.0,9.0
78,67.0,35.0,13.0,10.0,81.0,19.0,22.0
79,51.0,67.0,35.0,13.0,10.0,81.0,192.0
80,20.0,51.0,67.0,35.0,13.0,10.0,11.0
81,50.0,20.0,51.0,67.0,35.0,13.0,11.0
82,138.0,50.0,20.0,51.0,67.0,35.0,15.0
83,20.0,138.0,50.0,20.0,51.0,67.0,211.0
84,9.0,20.0,138.0,50.0,20.0,51.0,9.0
85,22.0,9.0,20.0,138.0,50.0,20.0,9.0
86,192.0,22.0,9.0,20.0,138.0,50.0,12.0
87,11.0,192.0,22.0,9.0,20.0,138.0,10.0
88,11.0,11.0,192.0,22.0,9.0,20.0,10.0
89,15.0,11.0,11.0,192.0,22.0,9.0,11.0
90,211.0,15.0,11.0,11.0,192.0,22.0,21.0
91,9.0,211.0,15.0,11.0,11.0,192.0,167.0
92,9.0,9.0,211.0,15.0,11.0,11.0,10.0
93,12.0,9.0,9.0,211.0,15.0,11.0,11.822
94,10.0,12.0,9.0,9.0,211.0,15.0,9.881
95,10.0,10.0,12.0,9.0,9.0,211.0,10.651
