,0,1,2,3,4,5,6
0,1204.0,1214.0,1278.0,1189.0,997.0,1155.0,1889.0
1,1189.0,1204.0,1214.0,1278.0,1189.0,997.0,1635.0
2,1232.0,1189.0,1204.0,1214.0,1278.0,1189.0,2226.0
3,1225.0,1232.0,1189.0,1204.0,1214.0,1278.0,1522.0
4,1577.0,1225.0,1232.0,1189.0,1204.0,1214.0,1321.0
5,1631.0,1577.0,1225.0,1232.0,1189.0,1204.0,1185.0
6,2184.0,1631.0,1577.0,1225.0,1232.0,1189.0,1256.0
7,1889.0,2184.0,1631.0,1577.0,1225.0,1232.0,156.0
8,1635.0,1889.0,2184.0,1631.0,1577.0,1225.0,821.0
9,2226.0,1635.0,1889.0,2184.0,1631.0,1577.0,-483.0
10,1522.0,2226.0,1635.0,1889.0,2184.0,1631.0,489.0
11,1321.0,1522.0,2226.0,1635.0,1889.0,2184.0,1361.0
12,1185.0,1321.0,1522.0,2226.0,1635.0,1889.0,899.0
13,1256.0,1185.0,1321.0,1522.0,2226.0,1635.0,879.0
14,156.0,1256.0,1185.0,1321.0,1522.0,2226.0,-642.0
15,821.0,156.0,1256.0,1185.0,1321.0,1522.0,-882.0
16,-483.0,821.0,156.0,1256.0,1185.0,1321.0,-1229.0
17,489.0,-483.0,821.0,156.0,1256.0,1185.0,-1523.0
18,1361.0,489.0,-483.0,821.0,156.0,1256.0,392.0
19,899.0,1361.0,489.0,-483.0,821.0,156.0,1137.0
20,879.0,899.0,1361.0,489.0,-483.0,821.0,1341.0400000000002
21,-642.0,879.0,899.0,1361.0,489.0,-483.0,1384.2437599999998
22,-882.0,-642.0,879.0,899.0,1361.0,489.0,1916.848
23,-1229.0,-882.0,-642.0,879.0,899.0,1361.0,2349.044
24,-1523.0,-1229.0,-882.0,-642.0,879.0,899.0,1041.9279999999999
25,392.0,-1523.0,-1229.0,-882.0,-642.0,879.0,-502.3359999999999
26,1137.0,392.0,-1523.0,-1229.0,-882.0,-642.0,-1140.36
27,1341.0400000000002,1137.0,392.0,-1523.0,-1229.0,-882.0,-828.8539999999999
28,1384.2437599999998,1341.0400000000002,1137.0,392.0,-1523.0,-1229.0,-1475.5200000000002
29,1916.848,1384.2437599999998,1341.0400000000002,1137.0,392.0,-1523.0,-2175.0
30,2349.044,1916.848,1384.2437599999998,1341.0400000000002,1137.0,392.0,-258.05999999999995
31,1041.9279999999999,2349.044,1916.848,1384.2437599999998,1341.0400000000002,1137.0,1471.4360000000001
32,-502.3359999999999,1041.9279999999999,2349.044,1916.848,1384.2437599999998,1341.0400000000002,-500.16799999999995
33,-1140.36,-502.3359999999999,1041.9279999999999,2349.044,1916.848,1384.2437599999998,-1468.03368
34,-828.8539999999999,-1140.36,-502.3359999999999,1041.9279999999999,2349.044,1916.848,-902.12
35,-1475.5200000000002,-828.8539999999999,-1140.36,-502.3359999999999,1041.9279999999999,2349.044,-877.0239999999999
36,-2175.0,-1475.5200000000002,-828.8539999999999,-1140.36,-502.3359999999999,1041.9279999999999,-780.024
37,-258.05999999999995,-2175.0,-1475.5200000000002,-828.8539999999999,-1140.36,-502.3359999999999,-1013.3119999999999
38,1471.4360000000001,-258.05999999999995,-2175.0,-1475.5200000000002,-828.8539999999999,-1140.36,-1863.0
39,-500.16799999999995,1471.4360000000001,-258.05999999999995,-2175.0,-1475.5200000000002,-828.8539999999999,-1762.4959999999999
40,-1468.03368,-500.16799999999995,1471.4360000000001,-258.05999999999995,-2175.0,-1475.5200000000002,-2181.9320000000002
41,-902.12,-1468.03368,-500.16799999999995,1471.4360000000001,-258.05999999999995,-2175.0,-1147.08
42,-877.0239999999999,-902.12,-1468.03368,-500.16799999999995,1471.4360000000001,-258.05999999999995,-762.9359999999999
43,-780.024,-877.0239999999999,-902.12,-1468.03368,-500.16799999999995,1471.4360000000001,-979.4
44,-1013.3119999999999,-780.024,-877.0239999999999,-902.12,-1468.03368,-500.16799999999995,-392.80000000000007
45,-1863.0,-1013.3119999999999,-780.024,-877.0239999999999,-902.12,-1468.03368,24.279679999999985
46,-1762.4959999999999,-1863.0,-1013.3119999999999,-780.024,-877.0239999999999,-902.12,405.128
47,-2181.9320000000002,-1762.4959999999999,-1863.0,-1013.3119999999999,-780.024,-877.0239999999999,466.944
48,-1147.08,-2181.9320000000002,-1762.4959999999999,-1863.0,-1013.3119999999999,-780.024,456.12799999999993
49,-762.9359999999999,-1147.08,-2181.9320000000002,-1762.4959999999999,-1863.0,-1013.3119999999999,234.12
50,-979.4,-762.9359999999999,-1147.08,-2181.9320000000002,-1762.4959999999999,-1863.0,-38.691999999999894
51,-392.80000000000007,-979.4,-762.9359999999999,-1147.08,-2181.9320000000002,-1762.4959999999999,-1623.2279999999998
52,24.279679999999985,-392.80000000000007,-979.4,-762.9359999999999,-1147.08,-2181.9320000000002,-2438.1760000000004
53,405.128,24.279679999999985,-392.80000000000007,-979.4,-762.9359999999999,-1147.08,-2878.068
54,466.944,405.128,24.279679999999985,-392.80000000000007,-979.4,-762.9359999999999,-2951.904
55,456.12799999999993,466.944,405.128,24.279679999999985,-392.80000000000007,-979.4,-2600.84
56,234.12,456.12799999999993,466.944,405.128,24.279679999999985,-392.80000000000007,-2237.448
57,-38.691999999999894,234.12,456.12799999999993,466.944,405.128,24.279679999999985,-1498.01208
58,-1623.2279999999998,-38.691999999999894,234.12,456.12799999999993,466.944,405.128,-1081.324
59,-2438.1760000000004,-1623.2279999999998,-38.691999999999894,234.12,456.12799999999993,466.944,0.0
60,-2878.068,-2438.1760000000004,-1623.2279999999998,-38.691999999999894,234.12,456.12799999999993,0.0
61,-2951.904,-2878.068,-2438.1760000000004,-1623.2279999999998,-38.691999999999894,234.12,9.916
62,-2600.84,-2951.904,-2878.068,-2438.1760000000004,-1623.2279999999998,-38.691999999999894,54.784
63,-2237.448,-2600.84,-2951.904,-2878.068,-2438.1760000000004,-1623.2279999999998,94.96000000000001
64,-1498.01208,-2237.448,-2600.84,-2951.904,-2878.068,-2438.1760000000004,61.664
65,-1081.324,-1498.01208,-2237.448,-2600.84,-2951.904,-2878.068,66.108
66,0.0,-1081.324,-1498.01208,-2237.448,-2600.84,-2951.904,639.0840000000001
67,0.0,0.0,-1081.324,-1498.01208,-2237.448,-2600.84,1184.6480000000001
68,9.916,0.0,0.0,-1081.324,-1498.01208,-2237.448,1225.28
69,54.784,9.916,0.0,0.0,-1081.324,-1498.01208,1448.8843200000001
70,94.96000000000001,54.784,9.916,0.0,0.0,-1081.324,1169.6039999999998
71,61.664,94.96000000000001,54.784,9.916,0.0,0.0,1131.1680000000001
72,66.108,61.664,94.96000000000001,54.784,9.916,0.0,432.03599999999994
73,639.0840000000001,66.108,61.664,94.96000000000001,54.784,9.916,-582.0640000000001
74,1184.6480000000001,639.0840000000001,66.108,61.664,94.96000000000001,54.784,-1493.228
75,1225.28,1184.6480000000001,639.0840000000001,66.108,61.664,94.96000000000001,-1732.768
76,1448.8843200000001,1225.28,1184.6480000000001,639.0840000000001,66.108,61.664,-2203.712
77,1169.6039999999998,1448.8843200000001,1225.28,1184.6480000000001,639.0840000000001,66.108,-2422.2599999999998
78,1131.1680000000001,1169.6039999999998,1448.8843200000001,1225.28,1184.6480000000001,639.0840000000001,-2373.788
79,432.03599999999994,1131.1680000000001,1169.6039999999998,1448.8843200000001,1225.28,1184.6480000000001,-2119.4080000000004
80,-582.0640000000001,432.03599999999994,1131.1680000000001,1169.6039999999998,1448.8843200000001,1225.28,-1319.9560000000001
81,-1493.228,-582.0640000000001,432.03599999999994,1131.1680000000001,1169.6039999999998,1448.8843200000001,-1103.5276000000001
82,-1732.768,-1493.228,-582.0640000000001,432.03599999999994,1131.1680000000001,1169.6039999999998,-295.13599999999997
83,-2203.712,-1732.768,-1493.228,-582.0640000000001,432.03599999999994,1131.1680000000001,-175.072
84,-2422.2599999999998,-2203.712,-1732.768,-1493.228,-582.0640000000001,432.03599999999994,-319.0880000000001
85,-2373.788,-2422.2599999999998,-2203.712,-1732.768,-1493.228,-582.0640000000001,-408.41599999999994
86,-2119.4080000000004,-2373.788,-2422.2599999999998,-2203.712,-1732.768,-1493.228,-1051.2559999999999
87,-1319.9560000000001,-2119.4080000000004,-2373.788,-2422.2599999999998,-2203.712,-1732.768,-1960.036
88,-1103.5276000000001,-1319.9560000000001,-2119.4080000000004,-2373.788,-2422.2599999999998,-2203.712,-1924.8880000000001
89,-295.13599999999997,-1103.5276000000001,-1319.9560000000001,-2119.4080000000004,-2373.788,-2422.2599999999998,-1989.756
90,-175.072,-295.13599999999997,-1103.5276000000001,-1319.9560000000001,-2119.4080000000004,-2373.788,-2576.504
91,-319.0880000000001,-175.072,-295.13599999999997,-1103.5276000000001,-1319.9560000000001,-2119.4080000000004,-1705.2640000000001
92,-408.41599999999994,-319.0880000000001,-175.072,-295.13599999999997,-1103.5276000000001,-1319.9560000000001,-1435.04
93,-1051.2559999999999,-408.41599999999994,-319.0880000000001,-175.072,-295.13599999999997,-1103.5276000000001,-639.2478400000002
94,-1960.036,-1051.2559999999999,-408.41599999999994,-319.0880000000001,-175.072,-295.13599999999997,52.23299999999995
95,-1924.8880000000001,-1960.036,-1051.2559999999999,-408.41599999999994,-319.0880000000001,-175.072,12.233000000000004
